Cover Name,Section Name,Feature Name,Feature ID,Point to Consider,Policy Name,Policy Code,Policy Insurer,Policy Wording Path,Policy Content,Policy Icon,Policy Page
Private Motor (including Prestige),Separate Basis of Settlement Clause,Salvage - Insured to Retain,13133,"Under this benefit, if vehicle is declared a total loss and claim is paid the Insured has opportunity to purchase the salvage at a fair and reasonable price.

Some policies will include an option for vehicles over a certain age whereby any salvage may be kept by the Insured at no cost. There may be a limit on the SI that applies.

Some Insurers will exclude certain types of claims such as theft.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Separate Basis of Settlement Clause,Unexpired Registration Following a Total Loss - Insured to Retain,30558,"Once a claim has been accepted for the total loss of a Vehicle, the registration on that Vehicle is cancelled. Normally when an Insured cancels the registration on a Vehicle they would be entitled to a refund of the unused portion of that registration.

Some Insurers will pass on that refund to the insured as part of their claim settlement, however, many will retain the refund as part of the salvage on the Vehicle to reduce their claim cost.  ",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,1,1259,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,2,1260,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,3,1261,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,4,1262,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,5,1263,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,6,8929,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,7,8930,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,8,8931,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,9,8932,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,10,17895,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,11,17896,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,12,17897,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,13,17898,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,14,17899,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
Private Motor (including Prestige),Additional Information,15,17900,"This is a supplementary list of Additional Features/Benefits, which are not covered in the standard industry-wide comparison.",Car Insurance Policy (PDS),BestBuy-Car_0321-SPDS_0922,BestBuy Insurance,,,,
